"","hr.age.pry.HR_code","hr.age.pry.Age","hr.age.pry.Count","hr.age.pry.Sex","hr.age.pry.Year"
"1180","1235","45-49","950","Male",2016
"1181","1246","45-49","1370","Male",2016
"1182","1247","45-49","1280","Male",2016
"1183","1258","45-49","3450","Male",2016
"1184","1269","45-49","13790","Male",2016
"1185","1301","45-49","7190","Male",2016
"1186","1302","45-49","5620","Male",2016
"1187","1303","45-49","5760","Male",2016
"1188","1304","45-49","1530","Male",2016
"1189","1305","45-49","795","Male",2016
"1190","1306","45-49","2730","Male",2016
"1191","1307","45-49","2055","Male",2016
"1192","2401","45-49","5320","Male",2016
"1193","2402","45-49","7410","Male",2016
"1194","2403","45-49","21440","Male",2016
"1195","2404","45-49","14495","Male",2016
"1196","2405","45-49","9370","Male",2016
"1197","2406","45-49","63780","Male",2016
"1198","2407","45-49","12875","Male",2016
"1199","2408","45-49","4415","Male",2016
"1200","2409","45-49","3125","Male",2016
"1201","2410","45-49","485","Male",2016
"1202","2411","45-49","2645","Male",2016
"1203","2412","45-49","12855","Male",2016
"1204","2413","45-49","15400","Male",2016
"1205","2414","45-49","16045","Male",2016
"1206","2415","45-49","19850","Male",2016
"1207","2416","45-49","49885","Male",2016
"1208","2417","45-49","340","Male",2016
"1209","2418","45-49","520","Male",2016
"1210","3526","45-49","3315","Male",2016
"1211","3527","45-49","4285","Male",2016
"1212","3530","45-49","22375","Male",2016
"1213","3531","45-49","2885","Male",2016
"1214","3533","45-49","4390","Male",2016
"1215","3534","45-49","3395","Male",2016
"1216","3535","45-49","5055","Male",2016
"1217","3536","45-49","21700","Male",2016
"1218","3537","45-49","17695","Male",2016
"1219","3538","45-49","4770","Male",2016
"1220","3539","45-49","1600","Male",2016
"1221","3540","45-49","3090","Male",2016
"1222","3541","45-49","6070","Male",2016
"1223","3542","45-49","3610","Male",2016
"1224","3543","45-49","5415","Male",2016
"1225","3544","45-49","14375","Male",2016
"1226","3546","45-49","14090","Male",2016
"1227","3547","45-49","3730","Male",2016
"1228","3549","45-49","2300","Male",2016
"1229","3551","45-49","31980","Male",2016
"1230","3552","45-49","3530","Male",2016
"1231","3553","45-49","52190","Male",2016
"1232","3554","45-49","2280","Male",2016
"1233","3555","45-49","5930","Male",2016
"1234","3556","45-49","2745","Male",2016
"1235","3557","45-49","3055","Male",2016
"1236","3558","45-49","6480","Male",2016
"1237","3560","45-49","17855","Male",2016
"1238","3561","45-49","6355","Male",2016
"1239","3562","45-49","4895","Male",2016
"1240","3563","45-49","990","Male",2016
"1241","3565","45-49","18405","Male",2016
"1242","3566","45-49","10245","Male",2016
"1243","3568","45-49","13825","Male",2016
"1244","3570","45-49","42655","Male",2016
"1245","3595","45-49","90860","Male",2016
"1246","4601","45-49","22815","Male",2016
"1247","4602","45-49","4580","Male",2016
"1248","4603","45-49","4140","Male",2016
"1249","4604","45-49","2085","Male",2016
"1250","4605","45-49","5745","Male",2016
"1251","4701","45-49","1675","Male",2016
"1252","4702","45-49","1510","Male",2016
"1253","4703","45-49","1170","Male",2016
"1254","4704","45-49","8425","Male",2016
"1255","4705","45-49","1610","Male",2016
"1256","4706","45-49","10470","Male",2016
"1257","4707","45-49","1235","Male",2016
"1258","4708","45-49","1185","Male",2016
"1259","4709","45-49","2155","Male",2016
"1260","4710","45-49","1915","Male",2016
"1261","4711","45-49","565","Male",2016
"1262","4712","45-49","275","Male",2016
"1263","4713","45-49","130","Male",2016
"1264","4831","45-49","8465","Male",2016
"1265","4832","45-49","55175","Male",2016
"1266","4833","45-49","14255","Male",2016
"1267","4834","45-49","42975","Male",2016
"1268","4835","45-49","14635","Male",2016
"1269","5911","45-49","2480","Male",2016
"1270","5912","45-49","2560","Male",2016
"1271","5913","45-49","10675","Male",2016
"1272","5914","45-49","6675","Male",2016
"1273","5921","45-49","9520","Male",2016
"1274","5922","45-49","23585","Male",2016
"1275","5923","45-49","27380","Male",2016
"1276","5931","45-49","6630","Male",2016
"1277","5932","45-49","23395","Male",2016
"1278","5933","45-49","10080","Male",2016
"1279","5941","45-49","11975","Male",2016
"1280","5942","45-49","7665","Male",2016
"1281","5943","45-49","3555","Male",2016
"1282","5951","45-49","2540","Male",2016
"1283","5952","45-49","4795","Male",2016
"1284","5953","45-49","2205","Male",2016
"1285","6001","45-49","1220","Male",2016
"1286","6101","45-49","1490","Male",2016
"1287","6201","45-49","1060","Male",2016
"1288","1011","50-54","12080","Male",2016
"1289","1012","50-54","3880","Male",2016
"1290","1013","50-54","3145","Male",2016
"1291","1014","50-54","1545","Male",2016
"1292","1100","50-54","5430","Male",2016
"1293","1211","50-54","2375","Male",2016
"1294","1212","50-54","2425","Male",2016
"1295","1223","50-54","3310","Male",2016
"1296","1234","50-54","3010","Male",2016
"1297","1235","50-54","1200","Male",2016
"1298","1246","50-54","1690","Male",2016
"1299","1247","50-54","1590","Male",2016
"1300","1258","50-54","4350","Male",2016
"1301","1269","50-54","16670","Male",2016
"1302","1301","50-54","8105","Male",2016
"1303","1302","50-54","6725","Male",2016
"1304","1303","50-54","6635","Male",2016
"1305","1304","50-54","1995","Male",2016
"1306","1305","50-54","1215","Male",2016
"1307","1306","50-54","3340","Male",2016
"1308","1307","50-54","2375","Male",2016
"1309","2401","50-54","7440","Male",2016
"1310","2402","50-54","10860","Male",2016
"1311","2403","50-54","26640","Male",2016
"1312","2404","50-54","19160","Male",2016
"1313","2405","50-54","11390","Male",2016
"1314","2406","50-54","67070","Male",2016
"1315","2407","50-54","15340","Male",2016
"1316","2408","50-54","5990","Male",2016
"1317","2409","50-54","4030","Male",2016
"1318","2410","50-54","655","Male",2016
"1319","2411","50-54","3805","Male",2016
"1320","2412","50-54","16120","Male",2016
"1321","2413","50-54","16770","Male",2016
"1322","2414","50-54","19955","Male",2016
"1323","2415","50-54","24400","Male",2016
"1324","2416","50-54","58650","Male",2016
"1325","2417","50-54","275","Male",2016
"1326","2418","50-54","445","Male",2016
"1327","3526","50-54","4260","Male",2016
"1328","3527","50-54","5050","Male",2016
"1329","3530","50-54","26570","Male",2016
"1330","3531","50-54","3405","Male",2016
"1331","3533","50-54","6095","Male",2016
"1332","3534","50-54","4345","Male",2016
"1333","3535","50-54","7075","Male",2016
"1334","3536","50-54","21160","Male",2016
"1335","3537","50-54","20635","Male",2016
"1336","3538","50-54","6520","Male",2016
"1337","3539","50-54","2150","Male",2016
"1338","3540","50-54","3950","Male",2016
"1339","3541","50-54","7545","Male",2016
"1340","3542","50-54","4480","Male",2016
"1341","3543","50-54","6945","Male",2016
"1342","3544","50-54","16785","Male",2016
"1343","3546","50-54","17175","Male",2016
"1344","3547","50-54","5175","Male",2016
"1345","3549","50-54","2900","Male",2016
"1346","3551","50-54","36005","Male",2016
"1347","3552","50-54","4155","Male",2016
"1348","3553","50-54","56385","Male",2016
"1349","3554","50-54","2850","Male",2016
"1350","3555","50-54","8015","Male",2016
"1351","3556","50-54","3500","Male",2016
"1352","3557","50-54","3950","Male",2016
"1353","3558","50-54","8680","Male",2016
"1354","3560","50-54","22230","Male",2016
"1355","3561","50-54","7985","Male",2016
"1356","3562","50-54","6085","Male",2016
"1357","3563","50-54","1300","Male",2016
"1358","3565","50-54","19830","Male",2016
"1359","3566","50-54","11880","Male",2016
"1360","3568","50-54","15510","Male",2016
"1361","3570","50-54","44855","Male",2016
"1362","3595","50-54","98740","Male",2016
"1363","4601","50-54","25425","Male",2016
"1364","4602","50-54","5285","Male",2016
"1365","4603","50-54","5320","Male",2016
"1366","4604","50-54","2155","Male",2016
"1367","4605","50-54","6375","Male",2016
"1368","4701","50-54","2095","Male",2016
"1369","4702","50-54","1975","Male",2016
"1370","4703","50-54","1560","Male",2016
"1371","4704","50-54","9520","Male",2016
"1372","4705","50-54","1965","Male",2016
"1373","4706","50-54","11840","Male",2016
"1374","4707","50-54","1550","Male",2016
"1375","4708","50-54","1505","Male",2016
"1376","4709","50-54","2520","Male",2016
"1377","4710","50-54","2395","Male",2016
"1378","4711","50-54","570","Male",2016
"1379","4712","50-54","300","Male",2016
"1380","4713","50-54","120","Male",2016
"1381","4831","50-54","9310","Male",2016
"1382","4832","50-54","54570","Male",2016
"1383","4833","50-54","16420","Male",2016
"1384","4834","50-54","45355","Male",2016
"1385","4835","50-54","16385","Male",2016
"1386","5911","50-54","2985","Male",2016
"1387","5912","50-54","2880","Male",2016
"1388","5913","50-54","12635","Male",2016
"1389","5914","50-54","8235","Male",2016
"1390","5921","50-54","10550","Male",2016
"1391","5922","50-54","25385","Male",2016
"1392","5923","50-54","29225","Male",2016
"1393","5931","50-54","7550","Male",2016
"1394","5932","50-54","23955","Male",2016
"1395","5933","50-54","10715","Male",2016
"1396","5941","50-54","13410","Male",2016
"1397","5942","50-54","9425","Male",2016
"1398","5943","50-54","4510","Male",2016
"1399","5951","50-54","2955","Male",2016
"1400","5952","50-54","5530","Male",2016
"1401","5953","50-54","2585","Male",2016
"1402","6001","50-54","1380","Male",2016
"1403","6101","50-54","1620","Male",2016
"1404","6201","50-54","950","Male",2016
"1405","1011","55-59","12030","Male",2016
"1406","1012","55-59","4190","Male",2016
"1407","1013","55-59","3495","Male",2016
"1408","1014","55-59","1370","Male",2016
"1409","1100","55-59","5395","Male",2016
"1410","1211","55-59","2640","Male",2016
"1411","1212","55-59","2430","Male",2016
"1412","1223","55-59","3535","Male",2016
"1413","1234","55-59","2990","Male",2016
"1414","1235","55-59","1255","Male",2016
"1415","1246","55-59","1815","Male",2016
"1416","1247","55-59","1765","Male",2016
"1417","1258","55-59","4965","Male",2016
"1418","1269","55-59","15575","Male",2016
"1419","1301","55-59","7945","Male",2016
"1420","1302","55-59","6615","Male",2016
"1421","1303","55-59","6530","Male",2016
"1422","1304","55-59","2365","Male",2016
"1423","1305","55-59","1310","Male",2016
"1424","1306","55-59","3645","Male",2016
"1425","1307","55-59","2515","Male",2016
"1426","2401","55-59","8935","Male",2016
"1427","2402","55-59","12810","Male",2016
"1428","2403","55-59","28120","Male",2016
"1429","2404","55-59","21650","Male",2016
"1430","2405","55-59","12350","Male",2016
"1431","2406","55-59","62680","Male",2016
"1432","2407","55-59","15000","Male",2016
"1433","2408","55-59","6545","Male",2016
"1434","2409","55-59","4245","Male",2016
"1435","2410","55-59","715","Male",2016
"1436","2411","55-59","4430","Male",2016
"1437","2412","55-59","17100","Male",2016
"1438","2413","55-59","15635","Male",2016
"1439","2414","55-59","20295","Male",2016
"1440","2415","55-59","24580","Male",2016
"1441","2416","55-59","58585","Male",2016
"1442","2417","55-59","255","Male",2016
"1443","2418","55-59","335","Male",2016
"1444","3526","55-59","4885","Male",2016
"1445","3527","55-59","4825","Male",2016
"1446","3530","55-59","23930","Male",2016
"1447","3531","55-59","3330","Male",2016
"1448","3533","55-59","6635","Male",2016
"1449","3534","55-59","4635","Male",2016
"1450","3535","55-59","8130","Male",2016
"1451","3536","55-59","18105","Male",2016
"1452","3537","55-59","19725","Male",2016
"1453","3538","55-59","6680","Male",2016
"1454","3539","55-59","2380","Male",2016
"1455","3540","55-59","4170","Male",2016
"1456","3541","55-59","7090","Male",2016
"1457","3542","55-59","5180","Male",2016
"1458","3543","55-59","7125","Male",2016
"1459","3544","55-59","15805","Male",2016
"1460","3546","55-59","16825","Male",2016
"1461","3547","55-59","5425","Male",2016
"1462","3549","55-59","3120","Male",2016
"1463","3551","55-59","32370","Male",2016
"1464","3552","55-59","4035","Male",2016
"1465","3553","55-59","48890","Male",2016
"1466","3554","55-59","2895","Male",2016
"1467","3555","55-59","8750","Male",2016
"1468","3556","55-59","3635","Male",2016
"1469","3557","55-59","4075","Male",2016
"1470","3558","55-59","8590","Male",2016
"1471","3560","55-59","20930","Male",2016
"1472","3561","55-59","7800","Male",2016
"1473","3562","55-59","6750","Male",2016
"1474","3563","55-59","1475","Male",2016
"1475","3565","55-59","17890","Male",2016
"1476","3566","55-59","10675","Male",2016
"1477","3568","55-59","14915","Male",2016
"1478","3570","55-59","39130","Male",2016
"1479","3595","55-59","88145","Male",2016
"1480","4601","55-59","24350","Male",2016
"1481","4602","55-59","5880","Male",2016
"1482","4603","55-59","5370","Male",2016
"1483","4604","55-59","1995","Male",2016
"1484","4605","55-59","6125","Male",2016
"1485","4701","55-59","2045","Male",2016
"1486","4702","55-59","2245","Male",2016
"1487","4703","55-59","1830","Male",2016
"1488","4704","55-59","9565","Male",2016
"1489","4705","55-59","2215","Male",2016
"1490","4706","55-59","11465","Male",2016
"1491","4707","55-59","1780","Male",2016
"1492","4708","55-59","1630","Male",2016
"1493","4709","55-59","2710","Male",2016
"1494","4710","55-59","2385","Male",2016
"1495","4711","55-59","555","Male",2016
"1496","4712","55-59","270","Male",2016
"1497","4713","55-59","115","Male",2016
"1498","4831","55-59","9990","Male",2016
"1499","4832","55-59","52125","Male",2016
"1500","4833","55-59","17080","Male",2016
"1501","4834","55-59","43595","Male",2016
"1502","4835","55-59","15695","Male",2016
"1503","5911","55-59","3420","Male",2016
"1504","5912","55-59","3575","Male",2016
"1505","5913","55-59","14510","Male",2016
"1506","5914","55-59","9345","Male",2016
"1507","5921","55-59","10395","Male",2016
"1508","5922","55-59","23310","Male",2016
"1509","5923","55-59","27195","Male",2016
"1510","5931","55-59","7265","Male",2016
"1511","5932","55-59","20660","Male",2016
"1512","5933","55-59","10810","Male",2016
"1513","5941","55-59","13830","Male",2016
"1514","5942","55-59","10920","Male",2016
"1515","5943","55-59","5205","Male",2016
"1516","5951","55-59","3130","Male",2016
"1517","5952","55-59","5860","Male",2016
"1518","5953","55-59","2450","Male",2016
"1519","6001","55-59","1505","Male",2016
"1520","6101","55-59","1475","Male",2016
"1521","6201","55-59","770","Male",2016
"1522","1011","60-64","11550","Male",2016
"1523","1012","60-64","4185","Male",2016
"1524","1013","60-64","3510","Male",2016
"1525","1014","60-64","1275","Male",2016
"1526","1100","60-64","5240","Male",2016
"1527","1211","60-64","2540","Male",2016
"1528","1212","60-64","2315","Male",2016
"1529","1223","60-64","3035","Male",2016
"1530","1234","60-64","2735","Male",2016
"1531","1235","60-64","1350","Male",2016
"1532","1246","60-64","1815","Male",2016
"1533","1247","60-64","1840","Male",2016
"1534","1258","60-64","5025","Male",2016
"1535","1269","60-64","13090","Male",2016
"1536","1301","60-64","7530","Male",2016
"1537","1302","60-64","6275","Male",2016
"1538","1303","60-64","5765","Male",2016
"1539","1304","60-64","2110","Male",2016
"1540","1305","60-64","1135","Male",2016
"1541","1306","60-64","3535","Male",2016
"1542","1307","60-64","2380","Male",2016
"1543","2401","60-64","8935","Male",2016
"1544","2402","60-64","11830","Male",2016
"1545","2403","60-64","25275","Male",2016
"1546","2404","60-64","20700","Male",2016
"1547","2405","60-64","12150","Male",2016
"1548","2406","60-64","52555","Male",2016
"1549","2407","60-64","12745","Male",2016
"1550","2408","60-64","5705","Male",2016
"1551","2409","60-64","3595","Male",2016
"1552","2410","60-64","530","Male",2016
"1553","2411","60-64","4515","Male",2016
"1554","2412","60-64","16360","Male",2016
"1555","2413","60-64","11945","Male",2016
"1556","2414","60-64","17305","Male",2016
"1557","2415","60-64","21095","Male",2016
"1558","2416","60-64","50530","Male",2016
"1559","2417","60-64","185","Male",2016
"1560","2418","60-64","235","Male",2016
"1561","3526","60-64","4570","Male",2016
"1562","3527","60-64","4410","Male",2016
"1563","3530","60-64","18220","Male",2016
"1564","3531","60-64","2930","Male",2016
"1565","3533","60-64","6850","Male",2016
"1566","3534","60-64","4395","Male",2016
"1567","3535","60-64","7895","Male",2016
"1568","3536","60-64","13665","Male",2016
"1569","3537","60-64","16315","Male",2016
"1570","3538","60-64","6080","Male",2016
"1571","3539","60-64","2290","Male",2016
"1572","3540","60-64","3775","Male",2016
"1573","3541","60-64","6615","Male",2016
"1574","3542","60-64","5000","Male",2016
"1575","3543","60-64","6900","Male",2016
"1576","3544","60-64","13400","Male",2016
"1577","3546","60-64","15540","Male",2016
"1578","3547","60-64","4950","Male",2016
"1579","3549","60-64","2685","Male",2016
"1580","3551","60-64","26475","Male",2016
"1581","3552","60-64","3590","Male",2016
"1582","3553","60-64","38325","Male",2016
"1583","3554","60-64","2655","Male",2016
"1584","3555","60-64","8535","Male",2016
"1585","3556","60-64","3085","Male",2016
"1586","3557","60-64","3795","Male",2016
"1587","3558","60-64","7430","Male",2016
"1588","3560","60-64","18085","Male",2016
"1589","3561","60-64","6850","Male",2016
"1590","3562","60-64","6055","Male",2016
"1591","3563","60-64","1335","Male",2016
"1592","3565","60-64","14660","Male",2016
"1593","3566","60-64","8830","Male",2016
"1594","3568","60-64","12660","Male",2016
"1595","3570","60-64","31400","Male",2016
"1596","3595","60-64","72270","Male",2016
"1597","4601","60-64","20735","Male",2016
"1598","4602","60-64","5460","Male",2016
"1599","4603","60-64","5010","Male",2016
"1600","4604","60-64","1520","Male",2016
"1601","4605","60-64","5170","Male",2016
"1602","4701","60-64","1880","Male",2016
"1603","4702","60-64","2070","Male",2016
"1604","4703","60-64","1610","Male",2016
"1605","4704","60-64","8425","Male",2016
"1606","4705","60-64","2090","Male",2016
"1607","4706","60-64","9930","Male",2016
"1608","4707","60-64","1740","Male",2016
"1609","4708","60-64","1675","Male",2016
"1610","4709","60-64","2625","Male",2016
"1611","4710","60-64","2160","Male",2016
"1612","4711","60-64","460","Male",2016
"1613","4712","60-64","195","Male",2016
"1614","4713","60-64","120","Male",2016
"1615","4831","60-64","8685","Male",2016
"1616","4832","60-64","42350","Male",2016
"1617","4833","60-64","14520","Male",2016
"1618","4834","60-64","35925","Male",2016
"1619","4835","60-64","12080","Male",2016
"1620","5911","60-64","3435","Male",2016
"1621","5912","60-64","3815","Male",2016
"1622","5913","60-64","13725","Male",2016
"1623","5914","60-64","9030","Male",2016
"1624","5921","60-64","9160","Male",2016
"1625","5922","60-64","19010","Male",2016
"1626","5923","60-64","23445","Male",2016
"1627","5931","60-64","6695","Male",2016
"1628","5932","60-64","18320","Male",2016
"1629","5933","60-64","9935","Male",2016
"1630","5941","60-64","13765","Male",2016
"1631","5942","60-64","11440","Male",2016
"1632","5943","60-64","5195","Male",2016
"1633","5951","60-64","2785","Male",2016
"1634","5952","60-64","5145","Male",2016
"1635","5953","60-64","1865","Male",2016
"1636","6001","60-64","1295","Male",2016
"1637","6101","60-64","1105","Male",2016
"1638","6201","60-64","530","Male",2016
"1639","1011","65-69","10100","Male",2016
"1640","1012","65-69","3890","Male",2016
"1641","1013","65-69","3235","Male",2016
"1642","1014","65-69","985","Male",2016
"1643","1100","65-69","4835","Male",2016
"1644","1211","65-69","2480","Male",2016
"1645","1212","65-69","2290","Male",2016
"1646","1223","65-69","3010","Male",2016
"1647","1234","65-69","2465","Male",2016
"1648","1235","65-69","1275","Male",2016
"1649","1246","65-69","1705","Male",2016
"1650","1247","65-69","1810","Male",2016
"1651","1258","65-69","4535","Male",2016
"1652","1269","65-69","11275","Male",2016
"1653","1301","65-69","6855","Male",2016
"1654","1302","65-69","5490","Male",2016
"1655","1303","65-69","5410","Male",2016
"1656","1304","65-69","1875","Male",2016
"1657","1305","65-69","1065","Male",2016
"1658","1306","65-69","3235","Male",2016
"1659","1307","65-69","2270","Male",2016
"1660","2401","65-69","7810","Male",2016
"1661","2402","65-69","9640","Male",2016
"1662","2403","65-69","22670","Male",2016
"1663","2404","65-69","18120","Male",2016
"1664","2405","65-69","11005","Male",2016
"1665","2406","65-69","44320","Male",2016
"1666","2407","65-69","10395","Male",2016
"1667","2408","65-69","4565","Male",2016
"1668","2409","65-69","2815","Male",2016
"1669","2410","65-69","380","Male",2016
"1670","2411","65-69","3920","Male",2016
"1671","2412","65-69","14525","Male",2016
"1672","2413","65-69","9795","Male",2016
"1673","2414","65-69","14675","Male",2016
"1674","2415","65-69","17885","Male",2016
"1675","2416","65-69","43590","Male",2016
"1676","2417","65-69","145","Male",2016
"1677","2418","65-69","185","Male",2016
"1678","3526","65-69","4230","Male",2016
"1679","3527","65-69","3815","Male",2016
"1680","3530","65-69","15090","Male",2016
"1681","3531","65-69","2675","Male",2016
"1682","3533","65-69","6480","Male",2016
"1683","3534","65-69","3930","Male",2016
"1684","3535","65-69","7730","Male",2016
"1685","3536","65-69","11735","Male",2016
"1686","3537","65-69","13860","Male",2016
"1687","3538","65-69","5920","Male",2016
"1688","3539","65-69","2235","Male",2016
"1689","3540","65-69","3385","Male",2016
"1690","3541","65-69","6030","Male",2016
"1691","3542","65-69","4345","Male",2016
"1692","3543","65-69","6430","Male",2016
"1693","3544","65-69","11650","Male",2016
"1694","3546","65-69","14420","Male",2016
"1695","3547","65-69","4560","Male",2016
"1696","3549","65-69","2335","Male",2016
"1697","3551","65-69","22865","Male",2016
"1698","3552","65-69","3110","Male",2016
"1699","3553","65-69","31040","Male",2016
"1700","3554","65-69","2095","Male",2016
"1701","3555","65-69","8090","Male",2016
"1702","3556","65-69","2415","Male",2016
"1703","3557","65-69","3515","Male",2016
"1704","3558","65-69","6705","Male",2016
"1705","3560","65-69","16250","Male",2016
"1706","3561","65-69","6210","Male",2016
"1707","3562","65-69","5165","Male",2016
"1708","3563","65-69","1245","Male",2016
"1709","3565","65-69","12170","Male",2016
"1710","3566","65-69","7565","Male",2016
"1711","3568","65-69","11160","Male",2016
"1712","3570","65-69","27155","Male",2016
"1713","3595","65-69","60360","Male",2016
"1714","4601","65-69","17020","Male",2016
"1715","4602","65-69","4805","Male",2016
"1716","4603","65-69","4290","Male",2016
"1717","4604","65-69","1175","Male",2016
"1718","4605","65-69","4185","Male",2016
"1719","4701","65-69","1405","Male",2016
"1720","4702","65-69","1670","Male",2016
"1721","4703","65-69","1265","Male",2016
"1722","4704","65-69","6430","Male",2016
"1723","4705","65-69","1770","Male",2016
"1724","4706","65-69","7490","Male",2016
"1725","4707","65-69","1235","Male",2016
"1726","4708","65-69","1330","Male",2016
"1727","4709","65-69","2090","Male",2016
"1728","4710","65-69","1670","Male",2016
"1729","4711","65-69","360","Male",2016
"1730","4712","65-69","190","Male",2016
"1731","4713","65-69","100","Male",2016
"1732","4831","65-69","7320","Male",2016
"1733","4832","65-69","31600","Male",2016
"1734","4833","65-69","11380","Male",2016
"1735","4834","65-69","27350","Male",2016
"1736","4835","65-69","8270","Male",2016
"1737","5911","65-69","3140","Male",2016
"1738","5912","65-69","3420","Male",2016
"1739","5913","65-69","13280","Male",2016
"1740","5914","65-69","8340","Male",2016
"1741","5921","65-69","8265","Male",2016
"1742","5922","65-69","15425","Male",2016
"1743","5923","65-69","20360","Male",2016
"1744","5931","65-69","5740","Male",2016
"1745","5932","65-69","15950","Male",2016
"1746","5933","65-69","8775","Male",2016
"1747","5941","65-69","13055","Male",2016
"1748","5942","65-69","11485","Male",2016
"1749","5943","65-69","5130","Male",2016
"1750","5951","65-69","2140","Male",2016
"1751","5952","65-69","4080","Male",2016
"1752","5953","65-69","1345","Male",2016
"1753","6001","65-69","960","Male",2016
"1754","6101","65-69","760","Male",2016
"1755","6201","65-69","320","Male",2016
"1756","1011","70-74","7035","Male",2016
"1757","1012","70-74","2815","Male",2016
"1758","1013","70-74","2220","Male",2016
"1759","1014","70-74","695","Male",2016
"1760","1100","70-74","3175","Male",2016
"1761","1211","70-74","1895","Male",2016
"1762","1212","70-74","1605","Male",2016
"1763","1223","70-74","2090","Male",2016
"1764","1234","70-74","1760","Male",2016
"1765","1235","70-74","895","Male",2016
"1766","1246","70-74","1235","Male",2016
"1767","1247","70-74","1290","Male",2016
"1768","1258","70-74","3055","Male",2016
"1769","1269","70-74","7725","Male",2016
"1770","1301","70-74","4735","Male",2016
"1771","1302","70-74","3780","Male",2016
"1772","1303","70-74","3695","Male",2016
"1773","1304","70-74","1250","Male",2016
"1774","1305","70-74","740","Male",2016
"1775","1306","70-74","2335","Male",2016
"1776","1307","70-74","1590","Male",2016
"1777","2401","70-74","5655","Male",2016
"1778","2402","70-74","7005","Male",2016
"1779","2403","70-74","17260","Male",2016
"1780","2404","70-74","13725","Male",2016
"1781","2405","70-74","8280","Male",2016
"1782","2406","70-74","31980","Male",2016
"1783","2407","70-74","7355","Male",2016
"1784","2408","70-74","3230","Male",2016
"1785","2409","70-74","2030","Male",2016
"1786","2410","70-74","285","Male",2016
"1787","2411","70-74","2710","Male",2016
"1788","2412","70-74","10390","Male",2016
"1789","2413","70-74","7760","Male",2016
"1790","2414","70-74","11240","Male",2016
"1791","2415","70-74","13680","Male",2016
"1792","2416","70-74","34150","Male",2016
"1793","2417","70-74","45","Male",2016
"1794","2418","70-74","120","Male",2016
"1795","3526","70-74","3005","Male",2016
"1796","3527","70-74","2575","Male",2016
"1797","3530","70-74","10480","Male",2016
"1798","3531","70-74","1970","Male",2016
"1799","3533","70-74","4670","Male",2016
"1800","3534","70-74","2770","Male",2016
"1801","3535","70-74","5840","Male",2016
"1802","3536","70-74","9110","Male",2016
"1803","3537","70-74","9925","Male",2016
"1804","3538","70-74","4315","Male",2016
"1805","3539","70-74","1615","Male",2016
"1806","3540","70-74","2425","Male",2016
"1807","3541","70-74","4540","Male",2016
"1808","3542","70-74","3215","Male",2016
"1809","3543","70-74","4705","Male",2016
"1810","3544","70-74","8330","Male",2016
"1811","3546","70-74","10910","Male",2016
"1812","3547","70-74","3375","Male",2016
"1813","3549","70-74","1410","Male",2016
"1814","3551","70-74","15795","Male",2016
"1815","3552","70-74","2325","Male",2016
"1816","3553","70-74","21845","Male",2016
"1817","3554","70-74","1500","Male",2016
"1818","3555","70-74","5910","Male",2016
"1819","3556","70-74","1770","Male",2016
"1820","3557","70-74","2495","Male",2016
"1821","3558","70-74","4860","Male",2016
"1822","3560","70-74","12250","Male",2016
"1823","3561","70-74","4330","Male",2016
"1824","3562","70-74","3370","Male",2016
"1825","3563","70-74","835","Male",2016
"1826","3565","70-74","8500","Male",2016
"1827","3566","70-74","5395","Male",2016
"1828","3568","70-74","7945","Male",2016
"1829","3570","70-74","17900","Male",2016
"1830","3595","70-74","42315","Male",2016
"1831","4601","70-74","11675","Male",2016
"1832","4602","70-74","3440","Male",2016
"1833","4603","70-74","3080","Male",2016
"1834","4604","70-74","685","Male",2016
"1835","4605","70-74","3065","Male",2016
"1836","4701","70-74","1065","Male",2016
"1837","4702","70-74","1110","Male",2016
"1838","4703","70-74","910","Male",2016
"1839","4704","70-74","4320","Male",2016
"1840","4705","70-74","1320","Male",2016
"1841","4706","70-74","5015","Male",2016
"1842","4707","70-74","940","Male",2016
"1843","4708","70-74","1010","Male",2016
"1844","4709","70-74","1490","Male",2016
"1845","4710","70-74","1115","Male",2016
"1846","4711","70-74","190","Male",2016
"1847","4712","70-74","110","Male",2016
"1848","4713","70-74","60","Male",2016
"1849","4831","70-74","5130","Male",2016
"1850","4832","70-74","19970","Male",2016
"1851","4833","70-74","8130","Male",2016
"1852","4834","70-74","17915","Male",2016
"1853","4835","70-74","5495","Male",2016
"1854","5911","70-74","2090","Male",2016
"1855","5912","70-74","2320","Male",2016
"1856","5913","70-74","10030","Male",2016
"1857","5914","70-74","6005","Male",2016
"1858","5921","70-74","6350","Male",2016
"1859","5922","70-74","10245","Male",2016
"1860","5923","70-74","14385","Male",2016
"1861","5931","70-74","3610","Male",2016
"1862","5932","70-74","9965","Male",2016
"1863","5933","70-74","6615","Male",2016
"1864","5941","70-74","9120","Male",2016
"1865","5942","70-74","8430","Male",2016
"1866","5943","70-74","3665","Male",2016
"1867","5951","70-74","1525","Male",2016
"1868","5952","70-74","2930","Male",2016
"1869","5953","70-74","835","Male",2016
"1870","6001","70-74","620","Male",2016
"1871","6101","70-74","445","Male",2016
"1872","6201","70-74","185","Male",2016
"1873","1011","75-79","4230","Male",2016
"1874","1012","75-79","1810","Male",2016
"1875","1013","75-79","1460","Male",2016
"1876","1014","75-79","430","Male",2016
"1877","1100","75-79","2155","Male",2016
"1878","1211","75-79","1260","Male",2016
