"","clsc.age.pry.CLSC_code","clsc.age.pry.Age","clsc.age.pry.Count","clsc.age.pry.Sex"
"829","17012","15-19","265","Male"
"830","18011","15-19","765","Male"
"831","1111","20-24","450","Male"
"832","1121","20-24","870","Male"
"833","1131","20-24","410","Male"
"834","1141","20-24","170","Male"
"835","1151","20-24","1655","Male"
"836","1161","20-24","410","Male"
"837","1171","20-24","505","Male"
"838","1181","20-24","430","Male"
"839","2111","20-24","830","Male"
"840","2121","20-24","610","Male"
"841","2131","20-24","1365","Male"
"842","2141","20-24","1810","Male"
"843","2151","20-24","2400","Male"
"844","2161","20-24","620","Male"
"845","3111","20-24","1275","Male"
"846","3121","20-24","1935","Male"
"847","3122","20-24","1595","Male"
"848","3123","20-24","4040","Male"
"849","3124","20-24","1270","Male"
"850","3125","20-24","870","Male"
"851","3126","20-24","2055","Male"
"852","3131","20-24","3250","Male"
"853","3132","20-24","2805","Male"
"854","3133","20-24","2505","Male"
"855","3134","20-24","830","Male"
"856","3141","20-24","300","Male"
"857","3142","20-24","345","Male"
"858","4111","20-24","420","Male"
"859","4121","20-24","235","Male"
"860","4122","20-24","290","Male"
"861","4131","20-24","520","Male"
"862","4141","20-24","1565","Male"
"863","4151","20-24","3075","Male"
"864","4152","20-24","1410","Male"
"865","4161","20-24","550","Male"
"866","4162","20-24","505","Male"
"867","4171","20-24","2910","Male"
"868","4181","20-24","2000","Male"
"869","4182","20-24","650","Male"
"870","5111","20-24","1330","Male"
"871","5121","20-24","2695","Male"
"872","5131","20-24","990","Male"
"873","5141","20-24","525","Male"
"874","5151","20-24","6410","Male"
"875","5161","20-24","805","Male"
"876","5171","20-24","280","Male"
"877","5181","20-24","515","Male"
"878","5191","20-24","515","Male"
"879","6111","20-24","2865","Male"
"880","6112","20-24","3040","Male"
"881","6113","20-24","1830","Male"
"882","6121","20-24","1915","Male"
"883","6122","20-24","2335","Male"
"884","6211","20-24","1545","Male"
"885","6212","20-24","2455","Male"
"886","6221","20-24","1175","Male"
"887","6222","20-24","1495","Male"
"888","6223","20-24","1435","Male"
"889","6224","20-24","3325","Male"
"890","6225","20-24","5190","Male"
"891","6311","20-24","1495","Male"
"892","6312","20-24","1040","Male"
"893","6313","20-24","1990","Male"
"894","6314","20-24","475","Male"
"895","6321","20-24","2145","Male"
"896","6322","20-24","2090","Male"
"897","6323","20-24","1780","Male"
"898","6324","20-24","745","Male"
"899","6411","20-24","1495","Male"
"900","6412","20-24","2865","Male"
"901","6421","20-24","2410","Male"
"902","6422","20-24","2455","Male"
"903","6431","20-24","2265","Male"
"904","6432","20-24","1595","Male"
"905","6511","20-24","1895","Male"
"906","6512","20-24","1990","Male"
"907","6521","20-24","1985","Male"
"908","6522","20-24","1105","Male"
"909","6523","20-24","1625","Male"
"910","6524","20-24","1345","Male"
"911","6531","20-24","2385","Male"
"912","6532","20-24","1260","Male"
"913","6533","20-24","2115","Male"
"914","7111","20-24","510","Male"
"915","7121","20-24","470","Male"
"916","7131","20-24","975","Male"
"917","7141","20-24","1740","Male"
"918","7142","20-24","2640","Male"
"919","7143","20-24","3895","Male"
"920","7151","20-24","1085","Male"
"921","7152","20-24","325","Male"
"922","8111","20-24","560","Male"
"923","8121","20-24","720","Male"
"924","8131","20-24","1380","Male"
"925","8141","20-24","1320","Male"
"926","8151","20-24","290","Male"
"927","8152","20-24","95","Male"
"928","9111","20-24","100","Male"
"929","9121","20-24","145","Male"
"930","9122","20-24","125","Male"
"931","9123","20-24","840","Male"
"932","9131","20-24","190","Male"
"933","9141","20-24","820","Male"
"934","9151","20-24","155","Male"
"935","9161","20-24","155","Male"
"936","9171","20-24","25","Male"
"937","10011","20-24","50","Male"
"938","10012","20-24","45","Male"
"939","10013","20-24","50","Male"
"940","10014","20-24","305","Male"
"941","11111","20-24","335","Male"
"942","11112","20-24","405","Male"
"943","11121","20-24","215","Male"
"944","11131","20-24","30","Male"
"945","11132","20-24","355","Male"
"946","11133","20-24","10","Male"
"947","11141","20-24","330","Male"
"948","11211","20-24","300","Male"
"949","12111","20-24","940","Male"
"950","12112","20-24","2615","Male"
"951","12113","20-24","1720","Male"
"952","12114","20-24","935","Male"
"953","12115","20-24","850","Male"
"954","12121","20-24","1060","Male"
"955","12131","20-24","475","Male"
"956","12132","20-24","1485","Male"
"957","12141","20-24","430","Male"
"958","12151","20-24","535","Male"
"959","12152","20-24","400","Male"
"960","13111","20-24","4520","Male"
"961","13112","20-24","1990","Male"
"962","13113","20-24","3125","Male"
"963","13114","20-24","3885","Male"
"964","14111","20-24","1150","Male"
"965","14112","20-24","1545","Male"
"966","14113","20-24","1860","Male"
"967","14114","20-24","1155","Male"
"968","14121","20-24","4920","Male"
"969","14122","20-24","4040","Male"
"970","15111","20-24","780","Male"
"971","15121","20-24","985","Male"
"972","15131","20-24","755","Male"
"973","15141","20-24","835","Male"
"974","15151","20-24","3385","Male"
"975","15161","20-24","4750","Male"
"976","15171","20-24","5660","Male"
"977","16111","20-24","3795","Male"
"978","16112","20-24","2715","Male"
"979","16121","20-24","1965","Male"
"980","16122","20-24","3575","Male"
"981","16211","20-24","2015","Male"
"982","16212","20-24","2235","Male"
"983","16213","20-24","3555","Male"
"984","16221","20-24","3050","Male"
"985","16222","20-24","2580","Male"
"986","16223","20-24","440","Male"
"987","16231","20-24","1245","Male"
"988","16311","20-24","4255","Male"
"989","16321","20-24","1795","Male"
"990","16331","20-24","610","Male"
"991","16341","20-24","2340","Male"
"992","16342","20-24","3370","Male"
"993","16343","20-24","855","Male"
"994","17011","20-24","315","Male"
"995","17012","20-24","295","Male"
"996","18011","20-24","745","Male"
"997","1111","25-29","475","Male"
"998","1121","25-29","915","Male"
"999","1131","25-29","370","Male"
"1000","1141","25-29","160","Male"
"1001","1151","25-29","1575","Male"
"1002","1161","25-29","390","Male"
"1003","1171","25-29","485","Male"
"1004","1181","25-29","420","Male"
"1005","2111","25-29","700","Male"
"1006","2121","25-29","560","Male"
"1007","2131","25-29","1345","Male"
"1008","2141","25-29","1855","Male"
"1009","2151","25-29","2275","Male"
"1010","2161","25-29","670","Male"
"1011","3111","25-29","1420","Male"
"1012","3121","25-29","1390","Male"
"1013","3122","25-29","2005","Male"
"1014","3123","25-29","3340","Male"
"1015","3124","25-29","1830","Male"
"1016","3125","25-29","1505","Male"
"1017","3126","25-29","2595","Male"
"1018","3131","25-29","3450","Male"
"1019","3132","25-29","2865","Male"
"1020","3133","25-29","2480","Male"
"1021","3134","25-29","745","Male"
"1022","3141","25-29","275","Male"
"1023","3142","25-29","310","Male"
"1024","4111","25-29","420","Male"
"1025","4121","25-29","215","Male"
"1026","4122","25-29","290","Male"
"1027","4131","25-29","505","Male"
"1028","4141","25-29","1475","Male"
"1029","4151","25-29","2840","Male"
"1030","4152","25-29","1225","Male"
"1031","4161","25-29","605","Male"
"1032","4162","25-29","535","Male"
"1033","4171","25-29","2935","Male"
"1034","4181","25-29","1845","Male"
"1035","4182","25-29","595","Male"
"1036","5111","25-29","1365","Male"
"1037","5121","25-29","2590","Male"
"1038","5131","25-29","945","Male"
"1039","5141","25-29","475","Male"
"1040","5151","25-29","5795","Male"
"1041","5161","25-29","700","Male"
"1042","5171","25-29","280","Male"
"1043","5181","25-29","485","Male"
"1044","5191","25-29","420","Male"
"1045","6111","25-29","1650","Male"
"1046","6112","25-29","2295","Male"
"1047","6113","25-29","1350","Male"
"1048","6121","25-29","1925","Male"
"1049","6122","25-29","2230","Male"
"1050","6211","25-29","1255","Male"
"1051","6212","25-29","2605","Male"
"1052","6221","25-29","1230","Male"
"1053","6222","25-29","1120","Male"
"1054","6223","25-29","1535","Male"
"1055","6224","25-29","2750","Male"
"1056","6225","25-29","4275","Male"
"1057","6311","25-29","2820","Male"
"1058","6312","25-29","1275","Male"
"1059","6313","25-29","2835","Male"
"1060","6314","25-29","835","Male"
"1061","6321","25-29","2700","Male"
"1062","6322","25-29","3780","Male"
"1063","6323","25-29","3030","Male"
"1064","6324","25-29","915","Male"
"1065","6411","25-29","1495","Male"
"1066","6412","25-29","2785","Male"
"1067","6421","25-29","2755","Male"
"1068","6422","25-29","2340","Male"
"1069","6431","25-29","3495","Male"
"1070","6432","25-29","3095","Male"
"1071","6511","25-29","1900","Male"
"1072","6512","25-29","1845","Male"
"1073","6521","25-29","1710","Male"
"1074","6522","25-29","975","Male"
"1075","6523","25-29","1650","Male"
"1076","6524","25-29","1385","Male"
"1077","6531","25-29","3155","Male"
"1078","6532","25-29","1370","Male"
"1079","6533","25-29","3300","Male"
"1080","7111","25-29","500","Male"
"1081","7121","25-29","430","Male"
"1082","7131","25-29","855","Male"
"1083","7141","25-29","1765","Male"
"1084","7142","25-29","2715","Male"
"1085","7143","25-29","3560","Male"
"1086","7151","25-29","1210","Male"
"1087","7152","25-29","330","Male"
"1088","8111","25-29","510","Male"
"1089","8121","25-29","725","Male"
"1090","8131","25-29","1475","Male"
"1091","8141","25-29","1420","Male"
"1092","8151","25-29","275","Male"
"1093","8152","25-29","65","Male"
"1094","9111","25-29","160","Male"
"1095","9121","25-29","125","Male"
"1096","9122","25-29","85","Male"
"1097","9123","25-29","805","Male"
"1098","9131","25-29","220","Male"
"1099","9141","25-29","785","Male"
"1100","9151","25-29","185","Male"
"1101","9161","25-29","90","Male"
"1102","9171","25-29","20","Male"
"1103","10011","25-29","75","Male"
"1104","10012","25-29","55","Male"
"1105","10013","25-29","50","Male"
"1106","10014","25-29","300","Male"
"1107","11111","25-29","305","Male"
"1108","11112","25-29","360","Male"
"1109","11121","25-29","220","Male"
"1110","11131","25-29","25","Male"
"1111","11132","25-29","350","Male"
"1112","11133","25-29","10","Male"
"1113","11141","25-29","280","Male"
"1114","11211","25-29","240","Male"
"1115","12111","25-29","1020","Male"
"1116","12112","25-29","2340","Male"
"1117","12113","25-29","1495","Male"
"1118","12114","25-29","1030","Male"
"1119","12115","25-29","970","Male"
"1120","12121","25-29","920","Male"
"1121","12131","25-29","495","Male"
"1122","12132","25-29","1465","Male"
"1123","12141","25-29","345","Male"
"1124","12151","25-29","490","Male"
"1125","12152","25-29","360","Male"
"1126","13111","25-29","3390","Male"
"1127","13112","25-29","1575","Male"
"1128","13113","25-29","3130","Male"
"1129","13114","25-29","3450","Male"
"1130","14111","25-29","990","Male"
"1131","14112","25-29","1750","Male"
"1132","14113","25-29","1905","Male"
"1133","14114","25-29","1150","Male"
"1134","14121","25-29","4160","Male"
"1135","14122","25-29","3205","Male"
"1136","15111","25-29","750","Male"
"1137","15121","25-29","955","Male"
"1138","15131","25-29","735","Male"
"1139","15141","25-29","775","Male"
"1140","15151","25-29","3210","Male"
"1141","15161","25-29","4985","Male"
"1142","15171","25-29","4275","Male"
"1143","16111","25-29","3560","Male"
"1144","16112","25-29","2525","Male"
"1145","16121","25-29","1915","Male"
"1146","16122","25-29","3280","Male"
"1147","16211","25-29","2475","Male"
"1148","16212","25-29","2175","Male"
"1149","16213","25-29","2715","Male"
"1150","16221","25-29","2340","Male"
"1151","16222","25-29","2560","Male"
"1152","16223","25-29","375","Male"
"1153","16231","25-29","1250","Male"
"1154","16311","25-29","3510","Male"
"1155","16321","25-29","1740","Male"
"1156","16331","25-29","545","Male"
"1157","16341","25-29","1905","Male"
"1158","16342","25-29","2620","Male"
"1159","16343","25-29","870","Male"
"1160","17011","25-29","280","Male"
"1161","17012","25-29","300","Male"
"1162","18011","25-29","615","Male"
"1163","1111","30-34","505","Male"
"1164","1121","30-34","980","Male"
"1165","1131","30-34","445","Male"
"1166","1141","30-34","155","Male"
"1167","1151","30-34","1625","Male"
"1168","1161","30-34","460","Male"
"1169","1171","30-34","495","Male"
"1170","1181","30-34","415","Male"
"1171","2111","30-34","855","Male"
"1172","2121","30-34","700","Male"
"1173","2131","30-34","1535","Male"
"1174","2141","30-34","2080","Male"
"1175","2151","30-34","2445","Male"
"1176","2161","30-34","740","Male"
"1177","3111","30-34","1645","Male"
"1178","3121","30-34","1435","Male"
"1179","3122","30-34","1915","Male"
"1180","3123","30-34","2225","Male"
"1181","3124","30-34","1430","Male"
"1182","3125","30-34","1435","Male"
"1183","3126","30-34","2690","Male"
"1184","3131","30-34","3985","Male"
"1185","3132","30-34","3290","Male"
"1186","3133","30-34","2820","Male"
"1187","3134","30-34","965","Male"
"1188","3141","30-34","280","Male"
"1189","3142","30-34","400","Male"
"1190","4111","30-34","400","Male"
"1191","4121","30-34","240","Male"
"1192","4122","30-34","390","Male"
"1193","4131","30-34","570","Male"
"1194","4141","30-34","1650","Male"
"1195","4151","30-34","2780","Male"
"1196","4152","30-34","1220","Male"
"1197","4161","30-34","640","Male"
"1198","4162","30-34","585","Male"
"1199","4171","30-34","3150","Male"
"1200","4181","30-34","2120","Male"
"1201","4182","30-34","655","Male"
"1202","5111","30-34","1445","Male"
"1203","5121","30-34","2870","Male"
"1204","5131","30-34","1155","Male"
"1205","5141","30-34","505","Male"
"1206","5151","30-34","5265","Male"
"1207","5161","30-34","900","Male"
"1208","5171","30-34","335","Male"
"1209","5181","30-34","635","Male"
"1210","5191","30-34","495","Male"
"1211","6111","30-34","1430","Male"
"1212","6112","30-34","2240","Male"
"1213","6113","30-34","1135","Male"
"1214","6121","30-34","2140","Male"
"1215","6122","30-34","2365","Male"
"1216","6211","30-34","1305","Male"
"1217","6212","30-34","2675","Male"
"1218","6221","30-34","1175","Male"
"1219","6222","30-34","970","Male"
"1220","6223","30-34","1495","Male"
"1221","6224","30-34","2305","Male"
"1222","6225","30-34","2640","Male"
"1223","6311","30-34","2810","Male"
"1224","6312","30-34","1380","Male"
"1225","6313","30-34","3430","Male"
"1226","6314","30-34","820","Male"
"1227","6321","30-34","2260","Male"
"1228","6322","30-34","3530","Male"
"1229","6323","30-34","2690","Male"
"1230","6324","30-34","870","Male"
"1231","6411","30-34","1735","Male"
"1232","6412","30-34","3210","Male"
"1233","6421","30-34","2995","Male"
"1234","6422","30-34","2310","Male"
"1235","6431","30-34","3460","Male"
"1236","6432","30-34","3220","Male"
"1237","6511","30-34","1945","Male"
"1238","6512","30-34","2025","Male"
"1239","6521","30-34","1550","Male"
"1240","6522","30-34","1030","Male"
"1241","6523","30-34","1530","Male"
"1242","6524","30-34","1590","Male"
"1243","6531","30-34","3545","Male"
"1244","6532","30-34","1515","Male"
"1245","6533","30-34","3410","Male"
"1246","7111","30-34","500","Male"
"1247","7121","30-34","450","Male"
"1248","7131","30-34","1030","Male"
"1249","7141","30-34","2195","Male"
"1250","7142","30-34","2495","Male"
"1251","7143","30-34","3565","Male"
"1252","7151","30-34","1205","Male"
"1253","7152","30-34","385","Male"
"1254","8111","30-34","570","Male"
"1255","8121","30-34","710","Male"
"1256","8131","30-34","1395","Male"
"1257","8141","30-34","1375","Male"
"1258","8151","30-34","380","Male"
"1259","8152","30-34","65","Male"
"1260","9111","30-34","130","Male"
"1261","9121","30-34","155","Male"
"1262","9122","30-34","100","Male"
"1263","9123","30-34","795","Male"
"1264","9131","30-34","260","Male"
"1265","9141","30-34","885","Male"
"1266","9151","30-34","210","Male"
"1267","9161","30-34","115","Male"
"1268","9171","30-34","20","Male"
"1269","10011","30-34","90","Male"
"1270","10012","30-34","40","Male"
"1271","10013","30-34","55","Male"
"1272","10014","30-34","305","Male"
"1273","11111","30-34","345","Male"
"1274","11112","30-34","375","Male"
"1275","11121","30-34","255","Male"
"1276","11131","30-34","35","Male"
"1277","11132","30-34","400","Male"
"1278","11133","30-34","15","Male"
"1279","11141","30-34","345","Male"
"1280","11211","30-34","270","Male"
"1281","12111","30-34","1095","Male"
"1282","12112","30-34","2865","Male"
"1283","12113","30-34","1690","Male"
"1284","12114","30-34","1175","Male"
"1285","12115","30-34","1025","Male"
"1286","12121","30-34","1030","Male"
"1287","12131","30-34","590","Male"
"1288","12132","30-34","1610","Male"
"1289","12141","30-34","405","Male"
"1290","12151","30-34","540","Male"
"1291","12152","30-34","420","Male"
"1292","13111","30-34","3400","Male"
"1293","13112","30-34","1590","Male"
"1294","13113","30-34","3025","Male"
"1295","13114","30-34","3445","Male"
"1296","14111","30-34","1115","Male"
"1297","14112","30-34","1840","Male"
"1298","14113","30-34","1975","Male"
